Year,ESD,District,School,K-12 Total Enrollment,Do teacher librarians have a role in supporting technology integration in your building?,"Number of Classrooms (including portables used as classrooms, labs, and library)",Number of classrooms with wired or wireless  Internet access,Does this building have a Wide-Area Network (WAN) link to your district office ?,Less than 10 MB,10-99 MB,100-999 MB,1 GB or higher,Does your building provide wireless access to the Internet?,One classroom or meeting room only?,"More than one classroom or meeting room, but not building-wide?",Central areas throughout building (but not one WAP/classroom)?,The entire building?,Number of assistive/adaptive technology devices for dedicated use by students with an IEP or 504 :,Number of Students with School-(or District) Provided E-mail Accounts,"Do you have one or more grades in your school that have a one-to-one initiative (e.g., laptops, tablets, netbooks)?","If yes, please describe:","If yes, are students allowed to take devices home?", List other district-owned wireless handheld devices that you make available for instructional use:,Number of Instructional Laptops,Number of Instructional Desktops,Number of Instructional Netbooks,Number of Instructional Tablets,Number of Instructional Thin Clients,Number of Windows XP OS,Number of Windows 7 OS,Number of Windows8/8.1 OS,Number of Windows 10 OS,Number of Other Windows OS,Number of Linux OS,Number of Mac OS X 10.4 or lower,Number of Mac OS X 10.5 or higher,Number of iOS,Number of Android,Number of Google Chrome,Devices with screen resolution less than 1024 x 768,Devices with screen resolution 1024 x 768 or higher,Devices with screen size less than 9.5 inch,Devices with screen size 10 inch or larger,Devices with RAM less than 1 GB,Devices with RAM 1 GB or higher,Number of multimedia projectors:,"Number of digital media receivers (e.g., Apple TV):",Number of flat panel displays used for displaying teacher lessons (32 inches or larger):,Number of document cameras:,"Number of whole classroom interactive devices (i.e., SMARTBoards, Promethean, Hitachi, etc.)","Number of mobile and wireless interactive slates or tablets (for example, Mobi, Airliners, iPad):","Number of student response systems (number of sets, not individual responder units):",Number of learning environments that provide a classroom amplification system,DistrictWANspeed,SchoolWirelessScope
2016,121,Renton School District,Griffin Home,5,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,0,,1,13,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,14,0,14,0,14,1,0,0,2,0,0,0,0,,
2016,114,Quillayute Valley School District,Forks Intermediate School,241,0,14,14,1,0,0,1,0,1,0,0,0,1,0,0,0,,0,,58,84,0,20,0,0,84,0,0,0,0,0,0,20,0,58,0,162,0,162,0,162,5,0,0,15,9,0,0,0,,
2016,114,Quillayute Valley School District,Forks Junior-Senior High School,454,0,34,34,1,0,0,1,0,1,0,0,0,1,1,0,0,,0,,26,242,0,14,0,0,242,0,0,0,0,0,26,10,4,0,0,282,0,282,0,282,8,2,0,31,26,0,0,17,,
2016,171,Quincy School District,George Elementary,179,1,13,13,1,0,0,0,1,1,0,0,0,1,0,0,0,,0,,29,16,86,4,13,0,58,0,0,0,0,0,0,4,0,86,0,148,4,144,4,144,13,0,0,11,3,0,0,0,,
2016,171,Quincy School District,Monument Elementary,612,1,35,35,1,0,0,0,1,1,0,0,0,1,2,0,0,,0,,231,88,0,20,130,0,265,1,0,0,0,4,0,18,1,180,0,469,8,461,18,451,35,1,0,35,5,10,12,0,,
2016,171,Quincy School District,Mountain View Elementary,405,0,30,30,1,0,0,0,1,1,0,0,0,1,0,0,0,,0,,57,33,181,25,27,0,117,0,0,0,0,0,0,25,0,181,0,323,25,298,25,298,27,2,0,27,0,28,0,0,,
2016,171,Quincy School District,Pioneer Elementary,433,1,26,26,1,0,0,0,1,1,0,0,0,1,3,0,0,,0,,37,56,169,78,74,0,169,0,0,0,0,1,0,75,0,169,0,414,78,336,75,339,22,22,0,23,3,42,0,12,,
2016,171,Quincy School District,Quincy High School,830,1,38,38,1,0,0,0,1,1,0,0,0,1,4,0,0,,0,,97,191,616,200,124,0,377,12,0,0,0,23,0,132,68,616,92,1136,200,1028,198,1030,30,9,0,30,16,0,3,1,,
2016,171,Quincy School District,Quincy High Tech High,34,0,5,5,1,0,0,0,1,1,0,0,0,1,0,48,0,,0,,1,26,0,0,56,0,83,0,0,0,0,0,0,0,0,0,0,83,0,83,0,83,4,0,0,4,0,0,0,0,,
2016,171,Quincy School District,Quincy Junior High,388,0,23,23,1,0,0,0,1,1,0,0,0,1,0,0,0,,0,,82,64,129,41,36,0,179,5,0,0,0,0,38,0,1,129,0,352,41,311,39,313,18,2,0,18,4,2,2,1,,
2016,113,Rainier School District,Rainier Elementary School,336,1,23,23,1,0,0,1,0,1,0,0,0,1,2,350,0,,1,,0,10,0,120,0,0,10,0,0,0,0,0,0,120,0,0,0,130,0,130,0,130,19,0,0,18,0,0,1,22,,
2016,113,Rainier School District,Rainier Middle School,174,1,14,14,1,0,0,1,0,1,0,0,0,1,2,174,0,,0,,65,3,0,0,67,0,75,0,0,0,0,0,0,0,0,60,0,135,0,135,0,135,11,1,0,11,0,0,1,14,,
2016,113,Rainier School District,Rainier Senior High School,286,1,27,27,1,0,0,1,0,1,0,0,0,1,8,280,0,,0,,65,40,0,0,76,0,121,0,0,0,0,0,0,0,0,60,0,181,0,181,0,181,23,0,0,23,1,0,0,0,,
2016,113,Raymond School District,Raymond Elementary School,276,1,18,18,1,0,0,0,1,1,0,0,0,1,0,270,1,"All students, grades K-6, have simultaneous access to either laptops or tablets during the day.",0,,124,0,0,180,0,0,0,0,0,0,0,0,124,180,0,0,0,304,180,124,0,304,18,18,0,15,8,2,1,0,,
2016,113,Raymond School District,Raymond Jr Sr High School,251,0,23,23,1,0,0,0,1,1,0,0,0,1,0,250,1,9-12th grade students each have their own Chromebook.,1,,250,10,0,0,0,0,0,0,0,0,0,0,75,0,0,185,0,260,0,260,0,260,10,15,0,10,3,0,0,0,,
2016,101,Reardan-Edwall School District,Reardan Elementary School,271,1,21,21,0,0,0,0,0,1,0,0,0,1,1,0,0,,0,,56,243,0,110,0,0,252,3,0,0,0,0,0,12,98,44,0,409,110,299,98,311,12,0,0,12,1,110,0,0,,
2016,101,Reardan-Edwall School District,Reardan Middle-Senior High School,263,1,23,23,0,0,0,0,0,1,0,0,0,1,1,0,0,,0,,80,165,2,5,0,0,170,17,0,0,0,0,0,5,0,60,5,247,5,247,0,252,19,0,1,8,1,5,0,0,,
2016,121,Renton School District,Benson Hill Elementary School,554,1,31,31,1,0,0,0,1,1,0,0,0,1,3,0,0,,0,,90,116,120,32,0,0,326,0,0,0,0,0,0,32,0,0,0,358,32,326,0,358,34,0,0,32,5,0,0,31,,
2016,121,Renton School District,Bryn Mawr Elementary School,473,1,23,23,1,0,0,0,1,1,0,0,0,1,1,0,0,,0,,150,80,0,0,0,0,230,0,0,0,0,0,0,0,0,0,0,230,0,230,0,230,22,0,0,22,0,3,0,2,,
2016,121,Renton School District,Campbell Hill Elementary School,498,1,35,35,1,0,0,0,1,1,0,0,0,1,0,0,0,,0,,120,90,60,5,0,0,270,0,0,0,0,0,0,5,0,0,0,275,0,275,0,275,2,0,0,30,1,0,0,0,,
2016,121,Renton School District,Cascade Elementary School,558,1,35,35,1,0,0,0,1,1,0,0,0,1,0,0,0,,0,,0,172,150,0,0,0,322,0,0,0,0,0,0,0,0,0,0,322,0,322,0,322,35,0,0,35,2,0,0,0,,
2016,121,Renton School District,Dimmitt Middle School,944,1,49,49,1,0,0,0,1,1,0,0,0,1,4,0,0,,0,,327,224,0,0,0,0,551,0,0,0,0,0,0,0,0,0,0,551,0,551,0,551,50,0,0,50,0,0,1,2,,
2016,121,Renton School District,Hazelwood Elementary School,630,0,31,31,1,0,0,0,1,1,0,0,0,1,2,0,0,,0,,120,124,30,0,0,0,274,0,0,0,0,0,0,0,0,0,0,274,0,274,0,274,36,0,0,31,2,0,0,20,,
2016,121,Renton School District,Hazen Senior High School,1604,1,87,87,1,0,0,0,1,1,0,0,0,1,21,1595,0,,0,,337,429,0,0,0,0,766,0,0,0,0,0,0,0,0,0,0,766,0,766,0,766,87,0,0,87,8,0,1,69,,
2016,121,Renton School District,Highlands Elementary School,577,1,30,30,1,0,0,0,1,1,0,0,1,0,0,0,0,,0,,209,129,0,0,0,0,338,0,0,0,0,0,0,0,0,0,0,338,0,338,0,338,30,0,0,30,2,0,0,0,,
2016,121,Renton School District,Home Program,128,0,13,13,1,0,0,0,1,1,0,0,0,1,0,0,0,,0,,0,36,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,36,0,36,0,36,8,0,0,6,0,0,0,0,,
2016,121,Renton School District,Honey Dew Elementary,549,1,35,35,1,0,0,0,1,1,0,0,0,1,2,0,0,,0,,180,82,0,0,0,0,262,0,0,0,0,0,0,0,0,0,0,262,0,262,0,262,33,0,0,34,0,0,0,31,,
2016,121,Renton School District,Kennydale Elementary School,608,1,34,34,1,0,0,0,1,1,0,0,0,1,0,0,0,,0,,120,129,30,1,0,0,279,0,0,0,0,0,0,1,0,0,0,280,1,279,1,279,36,0,0,36,1,0,0,31,,
2016,121,Renton School District,Lakeridge Elementary School,417,1,27,27,1,0,0,0,1,1,0,0,0,1,1,0,0,,0,,230,107,0,0,0,0,337,0,0,0,0,0,0,0,0,0,0,337,0,337,0,337,31,0,0,25,0,0,0,1,,
2016,121,Renton School District,Lindbergh Senior High School,1256,1,66,66,1,0,0,0,1,1,0,0,0,1,3,1200,0,,0,,132,390,108,0,0,0,630,0,0,0,0,0,0,0,0,0,0,630,0,630,0,630,64,0,0,61,7,0,5,3,,
2016,121,Renton School District,Maplewood Heights Elementary School,693,1,36,36,1,0,0,0,1,1,0,0,0,1,0,705,0,,0,2 I pads,120,195,0,0,0,315,0,0,0,0,0,0,0,0,0,0,0,315,0,315,0,315,39,0,0,39,0,0,0,0,,
2016,121,Renton School District,McKnight Middle School,1226,0,33,33,1,0,0,0,1,1,0,0,0,1,24,1223,1,15 SPED student with laptops; 4 504 students with laptops,0,,276,116,120,32,0,0,512,0,0,0,0,0,0,32,0,0,0,544,32,512,0,544,34,0,0,32,5,0,0,33,,
2016,121,Renton School District,Nelsen Middle School,992,1,56,56,1,0,0,0,1,1,0,0,0,1,12,1016,0,,0,,260,290,0,0,0,0,550,0,0,0,0,0,0,0,0,0,0,550,0,550,0,550,63,0,0,59,3,0,0,6,,
2016,121,Renton School District,Renton Academy,38,0,11,11,1,0,0,0,1,1,0,0,0,1,0,49,0,,0,5 devices,19,18,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,37,0,37,0,37,7,0,0,7,0,0,0,0,,
2016,121,Renton School District,Renton Park Elementary School,462,1,30,30,1,1,0,0,0,1,0,0,0,1,0,0,0,,0,,120,95,0,0,0,0,215,0,0,0,0,0,0,0,0,0,0,215,0,215,0,215,34,0,0,37,2,2,1,24,,
2016,121,Renton School District,Renton Senior High School,1371,0,77,77,1,0,0,0,1,1,0,0,0,1,2,1300,0,,0,,222,330,0,5,0,0,551,1,0,0,0,0,0,5,0,0,0,557,5,552,0,557,61,0,0,61,3,0,0,0,,
2016,121,Renton School District,Secondary Learning Center,302,0,23,26,1,0,0,0,1,1,0,0,0,1,0,327,0,,0,,90,207,0,0,0,0,297,0,0,0,0,0,0,0,0,0,0,297,0,297,0,297,26,0,0,26,26,1,0,0,,
2016,121,Renton School District,Sierra Heights Elementary School,636,0,31,31,1,0,0,0,1,1,0,0,0,1,0,0,1,2 students have laptops per their IEP,0,,0,140,30,0,0,0,170,0,0,0,0,0,0,0,0,0,0,170,0,170,0,170,30,0,0,30,0,1,0,0,,
2016,121,Renton School District,Talbot Hill Elementary School,493,0,28,28,1,0,0,0,1,1,0,0,0,1,0,0,0,,0,,0,95,120,0,0,0,215,0,0,0,0,0,0,0,0,0,0,215,0,215,0,215,28,0,0,28,1,0,0,0,,
2016,121,Renton School District,Tiffany Park Elementary School,476,1,31,31,1,0,0,0,1,1,0,0,0,1,0,0,0,,0,,0,109,150,0,0,0,259,0,0,0,0,0,0,0,0,0,0,259,0,259,0,259,31,0,0,31,0,0,0,0,,
2016,101,Republic School District,Republic Elementary School,159,0,15,15,0,0,0,0,0,1,0,0,0,1,0,0,0,iPads pilot for classes in lower grades,0,A few iPads,22,65,0,0,0,64,23,0,0,0,0,0,0,0,0,0,0,87,0,87,7,80,10,0,0,10,4,0,0,0,,
2016,101,Republic School District,Republic Junior High,36,1,7,7,0,0,0,0,0,1,0,0,0,1,0,0,0,,0,A few laptops,2,24,0,50,0,0,0,0,0,76,0,0,0,0,0,0,0,76,50,26,0,76,7,0,0,6,1,1,1,0,,
2016,101,Republic School District,Republic Senior High School,98,1,20,20,0,0,0,0,0,1,0,0,0,1,0,0,0,,0,,5,40,0,35,0,0,0,0,0,80,0,0,0,0,0,0,0,80,35,45,0,80,9,0,0,9,0,1,1,0,,
2016,123,Richland School District,Badger Mountain Elementary,606,1,34,34,1,0,0,0,1,1,0,0,0,1,1,0,0,,0,,149,128,0,21,0,0,159,0,0,0,0,0,0,21,0,118,9,289,21,277,0,298,37,0,0,31,26,5,2,0,,
2016,123,Richland School District,Carmichael Middle School,938,1,44,44,1,0,0,0,1,1,0,0,0,1,5,934,0,,0,,291,252,1,73,0,0,363,0,0,0,0,12,0,70,0,172,19,598,73,544,0,617,68,1,0,44,34,0,2,0,,
2016,123,Richland School District,Chief Joseph Middle School,793,1,41,41,1,0,0,0,1,1,0,0,0,1,1,800,0,,0,,232,316,2,107,0,0,380,3,0,0,0,2,0,107,0,165,0,657,107,550,0,657,58,4,0,39,20,0,3,0,,
2016,123,Richland School District,Enterprise Middle School,1136,1,51,51,1,0,0,1,0,1,0,0,0,1,2,1136,0,,0,,317,165,1,69,0,0,247,1,0,0,0,2,0,68,0,234,6,546,69,483,0,552,56,6,0,48,14,1,3,0,,
2016,123,Richland School District,Hanford High School,1915,1,80,80,1,0,0,0,1,1,0,0,0,1,5,1892,0,,0,,548,315,5,98,0,0,487,5,0,0,0,3,0,97,0,374,11,955,98,868,0,966,107,6,0,68,25,3,5,0,,
2016,123,Richland School District,Jason Lee Elementary School,570,1,28,28,1,0,0,0,1,1,0,0,0,1,0,0,0,,0,,177,96,0,10,0,0,159,1,0,0,0,1,0,10,0,112,6,277,10,273,0,283,38,0,0,31,14,0,1,0,,
2016,123,Richland School District,Jefferson Elementary,446,1,28,28,1,0,0,0,1,1,0,0,0,1,6,0,1,"every third, fourth and fifth grade student has an iPad 2",0,,137,83,0,225,0,0,91,0,0,0,0,3,0,225,0,126,3,442,225,220,0,445,28,8,0,27,19,0,0,0,,
2016,123,Richland School District,Lewis & Clark Elementary School,576,1,36,36,1,0,0,0,1,1,0,0,0,1,1,0,0,,0,,138,175,0,28,0,0,219,0,0,0,0,0,0,28,0,94,0,341,25,316,0,341,1,0,0,36,36,4,7,10,,
2016,123,Richland School District,Marcus Whitman Elementary,436,1,27,27,1,0,0,0,1,1,0,0,0,1,3,0,0,,0,,93,77,0,12,0,0,111,0,0,0,0,0,0,7,0,64,0,182,8,174,0,182,30,1,0,26,18,1,1,1,,
2016,123,Richland School District,Orchard Elementary,655,1,39,39,1,0,0,0,1,1,0,0,0,1,0,0,0,,0,,96,213,0,11,0,0,246,0,0,0,0,0,0,10,0,64,0,320,11,309,0,320,2,0,0,36,42,0,0,10,,
2016,123,Richland School District,Richland High School,2021,1,97,97,1,0,0,0,1,1,0,0,0,1,8,2006,0,,0,,459,389,3,121,0,0,495,0,0,0,0,15,0,121,0,341,6,966,121,851,0,972,109,12,0,86,94,10,15,0,,
2016,123,Richland School District,Rivers Edge High School,219,1,12,12,1,0,0,0,1,1,0,0,0,1,0,228,0,,0,,115,123,1,47,0,0,172,1,0,0,0,0,0,47,0,66,0,286,47,239,0,286,19,0,0,11,5,7,2,0,,
2016,123,Richland School District,Sacajawea Elementary,480,1,36,36,1,0,0,0,1,1,0,0,0,1,1,0,0,,0,,162,136,0,35,0,0,94,44,0,0,0,0,0,35,0,160,0,333,35,298,0,333,5,0,0,36,36,1,0,10,,
2016,123,Richland School District,Tapteal Elementary School,569,1,29,29,1,0,0,1,0,1,0,0,0,1,0,0,0,,0,,100,161,1,26,0,0,163,1,0,0,0,1,0,27,0,96,0,288,26,262,0,288,36,0,0,24,23,1,1,0,,
2016,123,Richland School District,Three Rivers Home Link,540,1,12,12,1,0,0,0,1,1,0,0,0,1,0,553,1,"9th, 10th, 11th, and 12th grade",0,,189,2,5,105,0,0,158,0,0,0,0,1,0,104,0,38,1,300,105,196,0,301,8,5,0,11,11,0,0,0,,
2016,123,Richland School District,White Bluffs Elementary School,630,1,39,39,1,0,0,0,1,1,0,0,0,1,0,0,0,,0,,201,141,2,44,0,0,202,0,0,0,0,4,0,40,0,142,20,368,44,344,0,388,39,3,0,37,39,0,1,0,,
2016,123,Richland School District,Wiley Elementary,507,1,36,36,1,0,0,0,1,1,0,0,0,1,1,0,0,,0,,162,136,0,35,0,0,94,44,0,0,0,0,0,35,0,160,0,333,35,298,0,333,5,0,0,36,36,1,0,10,,
2016,112,Ridgefield School District,Ridgefield High School,749,0,34,34,1,0,0,0,1,1,0,0,0,1,0,1151,0,,0,,338,131,0,0,0,5,155,0,16,0,0,0,0,0,0,293,0,469,0,469,0,469,33,1,0,27,4,6,1,0,,
2016,112,Ridgefield School District,South Ridge Elementary,581,0,28,28,1,0,0,0,1,1,0,0,0,1,0,497,1,3rd-6th,0,,414,30,0,0,0,0,44,0,0,0,0,0,0,0,0,400,0,444,0,444,0,444,27,0,0,26,22,20,3,28,,
2016,112,Ridgefield School District,Union Ridge Elementary,781,0,35,35,1,0,0,0,1,1,0,0,0,1,0,580,1,3rd-6th,0,,544,84,0,0,0,8,99,0,0,0,0,0,0,0,0,521,0,628,0,628,0,628,35,0,0,35,9,10,2,30,,
2016,112,Ridgefield School District,View Ridge Middle School,374,0,19,19,1,0,0,0,1,1,0,0,0,1,0,544,1,7th-8th,0,,508,31,0,0,0,0,96,0,30,0,0,0,0,0,0,413,0,539,0,539,0,539,18,0,0,18,6,20,1,19,,
2016,101,Ritzville School District,Ritzville Grade School,159,0,10,10,1,0,0,0,1,1,0,0,1,0,0,0,0,,0,,30,50,0,0,0,0,50,0,0,0,0,0,0,0,0,30,0,80,0,80,0,80,11,0,0,11,9,0,0,0,,
2016,101,Ritzville School District,Ritzville High School,117,0,12,12,0,0,0,0,0,1,0,0,1,0,0,0,0,,0,,60,60,0,0,0,0,60,0,0,0,0,0,0,0,0,60,0,120,0,120,0,120,10,0,0,9,1,0,0,0,,
2016,101,Riverside School District,Chattaroy Elementary,242,0,26,26,1,0,0,1,0,1,0,0,0,1,0,0,0,,0,,60,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,60,0,60,0,60,16,0,0,16,0,0,0,15,,
2016,101,Riverside School District,Independent Scholar,66,0,7,2,1,0,0,1,0,1,0,0,0,1,0,0,0,,0,,0,30,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,30,0,30,0,30,1,0,0,0,0,0,0,0,,
2016,101,Riverside School District,Riverside Elementary,341,0,22,22,1,0,0,1,0,1,0,0,0,1,1,0,0,,0,,90,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,90,0,90,0,90,17,0,0,17,0,0,0,10,,
2016,101,Riverside School District,Riverside High School,481,0,47,47,1,0,0,1,0,1,0,0,0,1,2,540,0,,0,,0,90,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,90,0,90,0,90,24,0,0,11,8,3,1,0,,
2016,101,Riverside School District,Riverside Middle School,330,0,29,29,1,0,0,1,0,1,0,0,0,1,0,401,0,,0,,0,90,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,90,0,90,0,90,20,0,0,17,7,0,0,0,,
2016,121,Riverview School District,Carnation Elementary School,361,0,26,26,1,0,0,0,1,1,0,0,0,1,0,0,0,,0,,120,60,0,0,0,0,90,0,90,0,0,0,0,0,0,0,0,180,0,180,0,180,25,0,0,25,25,10,5,0,,
2016,121,Riverview School District,Cedarcrest High School,980,1,40,40,1,0,0,0,1,1,0,0,0,1,0,0,0,,0,,180,260,0,0,0,0,230,0,180,0,0,0,30,0,0,0,0,440,0,440,0,440,40,0,0,40,40,0,2,0,,
2016,121,Riverview School District,Cherry Valley Elementary School,508,1,34,34,1,0,0,0,1,1,0,0,0,1,0,0,0,,0,,90,60,0,0,0,0,90,0,60,0,0,0,0,0,0,0,0,150,0,150,0,150,30,0,0,30,30,0,3,0,,
2016,121,Riverview School District,Choice,8,0,2,2,1,0,0,0,1,1,0,0,0,1,0,0,0,,0,,0,30,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,30,0,30,0,30,2,0,0,2,2,0,0,0,,
2016,121,Riverview School District,CLIP,31,0,1,1,1,0,0,0,1,1,0,0,0,1,0,0,0,,0,,0,30,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,30,0,30,0,30,1,0,0,1,1,0,0,0,,
2016,121,Riverview School District,Eagle Rock Multiage School,71,0,3,3,1,0,0,0,1,1,0,0,0,1,0,0,0,,0,,30,30,0,0,0,0,45,0,15,0,0,0,0,0,0,0,0,60,0,60,0,60,3,0,0,3,3,0,0,0,,
2016,121,Riverview School District,PARADE,107,0,4,4,1,0,0,0,1,1,0,0,0,1,0,0,0,,0,,45,20,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,65,0,65,0,65,5,1,0,4,4,0,1,0,,
2016,121,Riverview School District,Stillwater Elementary,460,1,25,25,1,0,0,0,1,1,0,0,0,1,0,0,0,,0,,100,60,0,0,0,0,160,0,0,0,0,0,0,0,0,0,0,160,0,160,0,160,30,0,0,30,25,0,0,0,,
2016,121,Riverview School District,Tolt Middle School,693,1,34,34,1,0,0,0,1,1,0,0,0,1,10,0,0,,0,,360,60,0,0,0,0,60,0,360,0,0,0,0,0,0,0,0,420,0,420,0,420,32,0,0,32,34,0,2,0,,
2016,113,Rochester School District,Grand Mound Elementary,502,0,31,31,1,0,0,0,1,1,0,0,0,1,2,503,1,GMES is 1-1 with Chromebooks.,0,,572,75,0,15,75,0,45,105,0,0,0,0,0,0,15,572,0,737,0,737,0,737,10,1,0,31,21,0,3,13,,
2016,113,Rochester School District,H.e.a.r.t. High School,25,0,2,2,1,0,0,1,0,1,0,0,0,1,0,34,0,,0,,8,8,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,16,0,16,0,16,1,0,0,0,0,0,0,0,,
2016,113,Rochester School District,Rochester High School,660,0,38,38,0,0,0,0,0,1,0,0,0,1,2,660,1,RHS is currently 1-1 Chromebooks.,0,,725,120,0,0,65,0,125,65,0,0,0,0,30,0,0,690,0,910,0,910,0,910,21,0,0,8,17,3,3,6,,
2016,113,Rochester School District,Rochester Middle School,500,0,34,34,1,0,0,1,0,1,0,0,0,1,6,540,1,RMS is 1-1 Chromebooks.,0,,650,125,5,0,45,0,130,45,0,0,0,0,0,0,0,650,5,820,5,820,0,825,31,0,34,34,3,0,5,17,,
2016,113,Rochester School District,Rochester Primary School,476,0,34,34,1,0,0,0,1,1,0,0,0,1,27,22,0,,0,,227,100,0,2,150,25,72,173,0,0,0,0,0,2,0,207,25,454,0,479,0,479,10,29,0,29,19,1,3,27,,
2016,112,Roosevelt School District,Roosevelt Elementary School,27,0,4,4,0,0,0,0,0,1,0,1,0,0,0,0,1,MobyMax and iPad apps and internet access to every student.,0,,0,6,0,50,0,0,6,0,0,0,0,0,0,25,25,0,25,31,25,31,50,6,3,0,0,3,0,0,0,0,,
2016,101,Rosalia School District,Rosalia Elementary & Secondary School,180,0,28,28,1,0,0,1,0,1,0,0,0,1,0,134,1,COW in High School (20 laptops); Chrome Books and cart in Middle School (71),0,,91,66,0,10,0,0,66,0,20,0,0,0,0,10,0,71,0,167,0,167,0,167,7,0,0,10,14,0,1,0,,
2016,105,Royal School District,Red Rock Elementary,578,0,38,38,1,0,0,0,1,1,0,0,1,0,2,0,0,,0,,36,67,0,71,0,0,0,0,0,0,0,0,67,71,0,36,0,174,71,103,0,174,38,0,0,37,0,0,0,2,,
2016,105,Royal School District,Royal High School,492,1,28,28,1,0,0,0,1,1,0,0,0,1,6,490,0,,0,"iPod Touch - 5, Kindles - 21",138,137,0,49,57,0,125,1,3,57,0,0,45,10,37,103,0,381,47,334,6,375,25,0,0,26,2,0,0,5,,
2016,105,Royal School District,Royal Intermediate School,408,0,25,25,1,0,0,0,1,1,0,0,0,1,0,406,0,,0,,135,32,0,6,0,0,32,0,0,0,0,0,0,6,0,135,0,173,6,167,0,173,1,0,0,24,23,0,0,1,,
2016,105,Royal School District,Royal Middle School,248,1,15,15,1,0,0,0,1,1,0,0,1,0,1,486,0,,0,,72,37,0,33,44,0,35,0,0,44,0,0,2,33,0,72,0,186,33,153,30,156,15,0,0,14,4,0,2,1,,
2016,121,Seattle Public Schools,Dearborn Park International School,370,1,43,43,1,0,0,1,0,1,0,0,0,1,0,0,0,,0,,31,195,0,45,0,0,226,0,0,0,0,0,0,45,0,0,45,226,0,271,0,271,43,0,0,43,1,0,0,43,,
2016,189,San Juan Island School District,Friday Harbor Elementary School,384,1,27,27,1,0,0,0,1,1,0,0,0,1,7,58,1,"Chromebooks for grades 4, 5 & 6",0,"10 iPod Touches, 30 iPads; 48 Tablets",284,19,48,85,0,0,125,0,0,0,0,0,0,37,48,226,48,388,0,436,0,436,26,0,0,26,1,0,0,0,,
2016,189,San Juan Island School District,Friday Harbor High School,276,1,24,24,1,0,0,0,1,1,0,0,0,1,3,267,0,,0,Smart Phone,256,115,0,35,1,0,75,36,0,0,0,0,5,35,0,256,0,407,0,407,0,407,24,1,0,20,3,1,1,0,,
2016,189,San Juan Island School District,Friday Harbor Middle School,123,1,10,10,1,0,0,0,1,1,0,0,0,1,3,120,0,,0,,112,43,0,0,0,0,43,0,0,0,0,0,0,0,0,112,0,155,0,155,0,155,10,0,0,10,1,0,0,0,,
2016,189,San Juan Island School District,Griffin Bay School,14,1,2,2,1,0,0,0,1,1,0,0,0,1,0,12,0,,0,,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,12,0,12,0,12,1,0,0,1,0,0,0,0,,
2016,113,Satsop School District,Satsop Elementary,67,0,4,4,0,0,0,0,0,1,0,0,0,1,0,0,0,,0,,25,22,0,28,0,13,34,0,0,0,0,0,0,28,0,0,0,75,0,75,0,75,4,0,0,4,0,0,0,0,,
2016,121,Seattle Public Schools,Adams Elementary School,545,1,32,32,1,0,0,1,0,1,0,0,0,1,6,0,0,,0,,0,238,0,57,0,0,238,0,0,0,0,0,0,57,0,0,57,238,0,295,0,295,31,0,31,31,0,0,0,31,,
2016,121,Seattle Public Schools,Aki Kurose Middle School,721,1,43,43,1,0,0,1,0,1,0,0,0,1,4,0,0,,0,,69,274,0,0,0,0,343,0,0,0,0,0,0,0,0,0,0,343,0,343,0,343,45,0,0,45,1,0,16,0,,
2016,121,Seattle Public Schools,Alki Elementary School,413,1,43,43,1,0,0,1,0,1,0,0,0,1,1,0,0,,0,15 iPod with Cart,53,103,0,0,0,0,156,0,0,0,0,0,0,0,0,0,0,156,0,156,0,156,43,0,0,43,0,0,0,43,,
2016,121,Seattle Public Schools,Arbor Heights Elementary School,408,1,30,30,1,0,0,1,0,1,0,0,0,1,9,0,0,,0,,32,184,0,0,0,0,126,0,0,0,0,0,90,0,0,0,0,216,0,216,0,216,30,0,0,30,0,0,0,30,,
2016,121,Seattle Public Schools,B F Day Elementary School,283,1,35,35,1,0,0,1,0,1,0,0,0,1,5,0,0,,0,,33,188,0,36,0,0,221,0,0,0,0,0,0,36,0,0,36,221,0,257,0,257,35,0,0,35,0,0,0,35,,
2016,121,Seattle Public Schools,Bailey Gatzert Elementary School,292,1,30,30,1,0,0,1,0,1,0,0,0,1,0,0,0,,0,,17,232,0,91,0,0,136,0,0,0,0,0,113,91,0,0,0,340,0,340,0,340,30,0,0,30,0,5,0,30,,
2016,121,Seattle Public Schools,Ballard High School,1696,1,77,77,1,0,0,1,0,1,0,0,0,1,27,0,0,,0,,33,538,0,0,0,0,538,0,0,0,0,0,33,0,0,0,0,571,0,571,0,571,77,0,0,77,0,0,0,0,,
